"Status_Checking","Duration","Credit_history","Purpose","Credit_amount","Saving","Empolyment_duration","Installment_rate","Otherdebtors","Residence_Year","Property","Age","Other_installment_plan","Housing","Exisiting_credits","Job","Liable_People","Telephone","Foreign_worker","Credit_default","Sex","Marital_status"
"153",">0<200$",24,"other_credits_existing_other_bank","car_used",7758,">=1000",">=7years",2,"no",4,"no_property",29,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"154",">0<200$",24,"delay_pay_past","business",6967,">100<500",">4years<=7years",4,"no",4,"car_other",36,"no","rent",1,"self-employed",1,"yes","yes",0,"M","single"
"155","<0$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1282,"<100$",">1year<=4years",2,"no",4,"car_other",20,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"156","<0$",9,"other_credits_existing_other_bank","repairs",1288,">100<500",">=7years",3,"guarantor",4,"real_estate",48,"no","own",2,"skilled",2,"no","no",0,"M","single"
"157","<0$",12,"all_credits_paid","retraining",339,"<100$",">=7years",4,"no",1,"car_other",45,"bank","own",1,"unskilled",1,"no","yes",0,"M","married"
"158",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_new",3512,">100<500",">4years<=7years",2,"no",3,"car_other",38,"bank","own",2,"skilled",1,"yes","yes",0,"M","single"
"159","no_savings",6,"other_credits_existing_other_bank","radio_television",1898,"no_savings",">1year<=4years",1,"no",2,"real_estate",34,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"160","no_savings",24,"other_credits_existing_other_bank","radio_television",2872,">100<500",">=7years",3,"no",4,"real_estate",36,"no","own",1,"skilled",2,"yes","yes",0,"M","single"
"161","no_savings",18,"other_credits_existing_other_bank","car_new",1055,"<100$","<1year",4,"no",1,"life_insurance",30,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"162","no_savings",15,"existing_credits_paid_back_duly_till_now","domestic_appliances",1262,">500<1000",">4years<=7years",4,"no",3,"life_insurance",36,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"163",">0<200$",10,"existing_credits_paid_back_duly_till_now","car_new",7308,"<100$","unemployed",2,"no",4,"no_property",70,"bank","for_free",1,"self-employed",1,"yes","yes",0,"M","single"
"164","no_savings",36,"existing_credits_paid_back_duly_till_now","car_new",909,">500<1000",">=7years",4,"no",4,"life_insurance",36,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"165","no_savings",6,"existing_credits_paid_back_duly_till_now","furniture/equipment",2978,">500<1000",">1year<=4years",1,"no",2,"car_other",32,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"166","<0$",18,"existing_credits_paid_back_duly_till_now","furniture/equipment",1131,"<100$","unemployed",4,"no",2,"car_other",33,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"167",">0<200$",11,"existing_credits_paid_back_duly_till_now","furniture/equipment",1577,">=1000","<1year",4,"no",1,"real_estate",20,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"168","no_savings",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",3972,"<100$",">4years<=7years",2,"no",4,"life_insurance",25,"no","rent",1,"skilled",1,"yes","yes",0,"F","divorced"
"169",">0<200$",24,"other_credits_existing_other_bank","business",1935,"<100$",">=7years",4,"no",4,"real_estate",31,"no","own",2,"skilled",1,"yes","yes",1,"M","divorced"
"170","<0$",15,"no_credits_taken","car_new",950,"<100$",">=7years",4,"no",3,"car_other",33,"no","rent",2,"skilled",2,"no","yes",1,"M","single"
"171","no_savings",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",763,"<100$",">1year<=4years",4,"no",1,"real_estate",26,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"172",">0<200$",24,"delay_pay_past","furniture/equipment",2064,"<100$","unemployed",3,"no",2,"life_insurance",34,"no","own",1,"self-employed",1,"yes","yes",1,"F","divorced"
"173",">0<200$",8,"existing_credits_paid_back_duly_till_now","radio_television",1414,"<100$",">1year<=4years",4,"guarantor",2,"real_estate",33,"no","own",1,"skilled",1,"no","no",0,"M","single"
"174","<0$",21,"delay_pay_past","education",3414,"<100$","<1year",2,"no",1,"life_insurance",26,"no","own",2,"skilled",1,"no","yes",1,"M","single"
"175","no_savings",30,"all_credits_paid","car_used",7485,"no_savings","unemployed",4,"no",1,"real_estate",53,"bank","own",1,"self-employed",1,"yes","yes",1,"F","divorced"
"176","<0$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",2577,"<100$",">1year<=4years",2,"no",1,"car_other",42,"no","own",1,"skilled",1,"no","yes",0,"M","divorced"
"177","<0$",6,"other_credits_existing_other_bank","radio_television",338,">500<1000",">=7years",4,"no",4,"car_other",52,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"178","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",1963,"<100$",">4years<=7years",4,"no",2,"car_other",31,"no","rent",2,"self-employed",2,"yes","yes",0,"M","single"
"179","<0$",21,"other_credits_existing_other_bank","car_new",571,"<100$",">=7years",4,"no",4,"real_estate",65,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"180","no_savings",36,"delay_pay_past","business",9572,"<100$","<1year",1,"no",1,"car_other",28,"no","own",2,"skilled",1,"no","yes",1,"M","divorced"
"181",">0<200$",36,"delay_pay_past","business",4455,"<100$",">1year<=4years",2,"no",2,"real_estate",30,"stores","own",2,"self-employed",1,"yes","yes",1,"M","divorced"
"182","<0$",21,"all_credits_paid","car_new",1647,"no_savings",">1year<=4years",4,"no",2,"life_insurance",40,"no","own",2,"unskilled",2,"no","yes",1,"M","single"
"183","no_savings",24,"other_credits_existing_other_bank","furniture/equipment",3777,">=1000",">1year<=4years",4,"no",4,"real_estate",50,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"184",">0<200$",18,"other_credits_existing_other_bank","car_new",884,"<100$",">=7years",4,"no",4,"car_other",36,"bank","own",1,"skilled",2,"yes","yes",1,"M","single"
"185","no_savings",15,"other_credits_existing_other_bank","radio_television",1360,"<100$",">1year<=4years",4,"no",2,"life_insurance",31,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"186",">0<200$",9,"all_credits_paid","car_used",5129,"<100$",">=7years",2,"no",4,"no_property",74,"bank","for_free",1,"self-employed",2,"yes","yes",1,"F","divorced"
"187",">0<200$",16,"other_credits_existing_other_bank","car_new",1175,"<100$","unemployed",2,"no",3,"car_other",68,"no","for_free",3,"unemployed",1,"yes","yes",0,"M","single"
"188","<0$",12,"existing_credits_paid_back_duly_till_now","radio_television",674,">100<500",">4years<=7years",4,"no",1,"life_insurance",20,"no","own",1,"skilled",1,"no","yes",1,"M","married"
"189",">0<200$",18,"no_credits_taken","furniture/equipment",3244,"<100$",">1year<=4years",1,"no",4,"car_other",33,"bank","own",2,"skilled",1,"yes","yes",0,"F","divorced"
"190","no_savings",24,"existing_credits_paid_back_duly_till_now","business",4591,">=1000",">1year<=4years",2,"no",3,"life_insurance",54,"no","own",3,"self-employed",1,"yes","yes",1,"M","single"
"191",">0<200$",48,"no_credits_taken","business",3844,">100<500",">4years<=7years",4,"no",4,"no_property",34,"no","for_free",1,"unskilled",2,"no","yes",1,"M","single"
"192",">0<200$",27,"existing_credits_paid_back_duly_till_now","business",3915,"<100$",">1year<=4years",4,"no",2,"car_other",36,"no","own",1,"skilled",2,"yes","yes",1,"M","single"
"193","no_savings",6,"existing_credits_paid_back_duly_till_now","radio_television",2108,"<100$",">4years<=7years",2,"no",2,"real_estate",29,"no","rent",1,"skilled",1,"no","yes",0,"M","married"
"194",">0<200$",45,"existing_credits_paid_back_duly_till_now","radio_television",3031,">100<500",">1year<=4years",4,"guarantor",4,"life_insurance",21,"no","rent",1,"skilled",1,"no","yes",1,"M","single"
"195",">0<200$",9,"other_credits_existing_other_bank","education",1501,"<100$",">=7years",2,"no",3,"car_other",34,"no","own",2,"self-employed",1,"yes","yes",1,"F","divorced"
"196","no_savings",6,"other_credits_existing_other_bank","radio_television",1382,"<100$",">1year<=4years",1,"no",1,"car_other",28,"no","own",2,"skilled",1,"yes","yes",0,"F","divorced"
"197",">0<200$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",951,">100<500","<1year",4,"no",4,"car_other",27,"bank","rent",4,"skilled",1,"no","yes",1,"F","divorced"
"198",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_used",2760,"no_savings",">=7years",4,"no",4,"no_property",36,"bank","for_free",1,"skilled",1,"yes","yes",0,"M","single"
"199",">0<200$",18,"delay_pay_past","furniture/equipment",4297,"<100$",">=7years",4,"no",3,"no_property",40,"no","own",1,"self-employed",1,"yes","yes",1,"M","divorced"
"200","no_savings",9,"other_credits_existing_other_bank","education",936,">500<1000",">=7years",4,"no",2,"car_other",52,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"201","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",1168,"<100$",">1year<=4years",4,"no",3,"real_estate",27,"no","own",1,"unskilled",1,"no","yes",0,"M","married"
"202","no_savings",27,"delay_pay_past","business",5117,"<100$",">4years<=7years",3,"no",4,"car_other",26,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"203","<0$",12,"existing_credits_paid_back_duly_till_now","retraining",902,"<100$",">4years<=7years",4,"no",4,"life_insurance",21,"no","rent",1,"skilled",1,"no","yes",1,"M","married"
"204","no_savings",12,"other_credits_existing_other_bank","car_new",1495,"<100$",">=7years",4,"no",1,"real_estate",38,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"205","<0$",30,"other_credits_existing_other_bank","car_used",10623,"<100$",">=7years",3,"no",4,"no_property",38,"no","for_free",3,"self-employed",2,"yes","yes",0,"M","single"
"206","no_savings",12,"other_credits_existing_other_bank","furniture/equipment",1935,"<100$",">=7years",4,"no",4,"real_estate",43,"no","own",3,"skilled",1,"yes","yes",0,"M","single"
"207",">0<200$",12,"other_credits_existing_other_bank","domestic_appliances",1424,"<100$",">4years<=7years",4,"no",3,"life_insurance",26,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"208","<0$",24,"existing_credits_paid_back_duly_till_now","business",6568,"<100$",">1year<=4years",2,"no",2,"car_other",21,"stores","own",1,"unskilled",1,"no","yes",0,"M","married"
"209","no_savings",12,"existing_credits_paid_back_duly_till_now","car_used",1413,">=1000",">4years<=7years",3,"no",2,"life_insurance",55,"no","own",1,"skilled",1,"no","no",0,"M","single"
"210","no_savings",9,"other_credits_existing_other_bank","radio_television",3074,"no_savings",">1year<=4years",1,"no",2,"real_estate",33,"no","own",2,"skilled",2,"no","yes",0,"M","single"
"211","no_savings",36,"existing_credits_paid_back_duly_till_now","radio_television",3835,"no_savings",">=7years",2,"no",4,"real_estate",45,"no","own",1,"unskilled",1,"yes","yes",0,"F","divorced"
"212","<0$",27,"no_credits_taken","business",5293,"<100$","unemployed",2,"no",4,"life_insurance",50,"stores","own",2,"skilled",1,"yes","yes",1,"M","single"
"213",">200$",30,"delay_pay_past","business",1908,"<100$",">=7years",4,"no",4,"real_estate",66,"no","own",1,"self-employed",1,"yes","yes",1,"M","single"
"214","no_savings",36,"other_credits_existing_other_bank","radio_television",3342,"no_savings",">=7years",4,"no",2,"car_other",51,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"215",">0<200$",6,"other_credits_existing_other_bank","retraining",932,"no_savings",">4years<=7years",1,"no",3,"life_insurance",39,"no","own",2,"unskilled",1,"no","yes",0,"F","divorced"
"216","<0$",18,"no_credits_taken","business",3104,"<100$",">4years<=7years",3,"no",1,"life_insurance",31,"bank","own",1,"skilled",1,"yes","yes",0,"M","single"
"217",">200$",36,"existing_credits_paid_back_duly_till_now","radio_television",3913,"<100$",">1year<=4years",2,"no",2,"real_estate",23,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"218","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",3021,"<100$",">1year<=4years",2,"no",2,"real_estate",24,"no","rent",1,"unskilled",1,"no","yes",0,"M","divorced"
"219","no_savings",10,"existing_credits_paid_back_duly_till_now","car_new",1364,"<100$",">1year<=4years",2,"no",4,"car_other",64,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"220",">0<200$",12,"existing_credits_paid_back_duly_till_now","radio_television",625,"<100$","<1year",4,"guarantor",1,"real_estate",26,"bank","own",1,"unskilled",1,"no","yes",0,"M","married"
"221","<0$",12,"existing_credits_paid_back_duly_till_now","education",1200,"no_savings",">1year<=4years",4,"no",4,"life_insurance",23,"bank","rent",1,"skilled",1,"yes","yes",0,"F","divorced"
"222","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",707,"<100$",">1year<=4years",4,"no",2,"real_estate",30,"bank","own",2,"skilled",1,"no","yes",0,"M","single"
"223","no_savings",24,"delay_pay_past","business",2978,"no_savings",">1year<=4years",4,"no",4,"real_estate",32,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"224","no_savings",15,"existing_credits_paid_back_duly_till_now","car_used",4657,"<100$",">1year<=4years",3,"no",2,"car_other",30,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"225","no_savings",36,"no_credits_taken","repairs",2613,"<100$",">1year<=4years",4,"no",2,"car_other",27,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"226",">0<200$",48,"existing_credits_paid_back_duly_till_now","radio_television",10961,">=1000",">4years<=7years",1,"co_applicant",2,"no_property",27,"bank","own",2,"skilled",1,"yes","yes",1,"M","single"
"227","<0$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",7865,"<100$",">=7years",4,"no",4,"no_property",53,"no","for_free",1,"self-employed",1,"yes","yes",1,"M","single"
"228","no_savings",9,"existing_credits_paid_back_duly_till_now","radio_television",1478,"<100$",">4years<=7years",4,"no",2,"car_other",22,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"229","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",3149,"<100$","<1year",4,"no",1,"no_property",22,"bank","for_free",1,"skilled",1,"no","yes",0,"M","single"
"230",">200$",36,"existing_credits_paid_back_duly_till_now","radio_television",4210,"<100$",">1year<=4years",4,"no",2,"car_other",26,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"231","no_savings",9,"existing_credits_paid_back_duly_till_now","car_new",2507,">500<1000",">=7years",2,"no",4,"no_property",51,"no","for_free",1,"unskilled",1,"no","yes",0,"M","single"
"232","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",2141,">100<500",">4years<=7years",3,"no",1,"no_property",35,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"233",">0<200$",18,"existing_credits_paid_back_duly_till_now","radio_television",866,"<100$",">1year<=4years",4,"guarantor",2,"real_estate",25,"no","own",1,"unskilled",1,"no","yes",0,"M","married"
"234","no_savings",4,"other_credits_existing_other_bank","radio_television",1544,"<100$",">4years<=7years",2,"no",1,"real_estate",42,"no","own",3,"unskilled",2,"no","yes",0,"M","single"
"235","<0$",24,"existing_credits_paid_back_duly_till_now","radio_television",1823,"<100$","unemployed",4,"no",2,"car_other",30,"stores","own",1,"self-employed",2,"no","yes",1,"M","single"
"236",">0<200$",6,"existing_credits_paid_back_duly_till_now","car_new",14555,"no_savings","unemployed",1,"no",2,"life_insurance",23,"no","own",1,"unemployed",1,"yes","yes",1,"M","single"
"237",">0<200$",21,"existing_credits_paid_back_duly_till_now","business",2767,">100<500",">=7years",4,"no",2,"car_other",61,"bank","rent",2,"unskilled",1,"no","yes",1,"M","divorced"
"238","no_savings",12,"other_credits_existing_other_bank","radio_television",1291,"<100$",">1year<=4years",4,"no",2,"life_insurance",35,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"239","<0$",30,"existing_credits_paid_back_duly_till_now","radio_television",2522,"<100$",">=7years",1,"guarantor",3,"life_insurance",39,"no","own",1,"skilled",2,"no","yes",0,"M","single"
"240","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",915,"no_savings",">=7years",4,"no",2,"car_other",29,"bank","own",1,"skilled",1,"no","yes",1,"F","divorced"
"241","no_savings",6,"existing_credits_paid_back_duly_till_now","radio_television",1595,"<100$",">4years<=7years",3,"no",2,"life_insurance",51,"no","own",1,"skilled",2,"no","yes",0,"M","single"
"242","<0$",48,"no_credits_taken","car_used",4605,"<100$",">=7years",3,"no",4,"no_property",24,"no","for_free",2,"skilled",2,"no","yes",1,"M","single"
"243","no_savings",12,"other_credits_existing_other_bank","business",1185,"<100$",">1year<=4years",3,"no",2,"real_estate",27,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"244","no_savings",12,"all_credits_paid","retraining",3447,">500<1000",">1year<=4years",4,"no",3,"real_estate",35,"no","own",1,"unskilled",2,"no","yes",0,"F","divorced"
"245","no_savings",24,"existing_credits_paid_back_duly_till_now","business",1258,"<100$",">4years<=7years",4,"no",1,"real_estate",25,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"246","no_savings",12,"other_credits_existing_other_bank","radio_television",717,"<100$",">=7years",4,"no",4,"real_estate",52,"no","own",3,"skilled",1,"no","yes",0,"M","single"
"247","no_savings",6,"no_credits_taken","car_new",1204,">100<500",">1year<=4years",4,"no",1,"no_property",35,"bank","rent",1,"skilled",1,"no","no",0,"M","single"
"248",">200$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",1925,"<100$",">1year<=4years",2,"no",2,"real_estate",26,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"249","no_savings",18,"existing_credits_paid_back_duly_till_now","radio_television",433,"<100$","unemployed",3,"co_applicant",4,"real_estate",22,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
